activities,content_type,creation_time,id,is_branded_content,lang,link_attachment.caption,link_attachment.description,link_attachment.link,link_attachment.name,match_type,mcl_url,modified_time,multimedia,post_owner.type,post_owner.id,post_owner.name,post_owner.username,shared_post_id,statistics.angry_count,statistics.care_count,statistics.comment_count,statistics.haha_count,statistics.like_count,statistics.love_count,statistics.reaction_count,statistics.sad_count,statistics.share_count,statistics.views,statistics.views_date_last_refreshed,statistics.wow_count,surface.type,surface.id,surface.name,surface.username,text
,photos,2025-01-30T14:04:35+00:00,937222605241043,false,de,,,,,,https://www.facebook.com/transparency-tools/content-library/dataset/1119037145491882/facebook/post/937222605241043/,2025-01-30T19:15:48+00:00,"[{""id"":""829435319316541"",""type"":""photo"",""url"":""https://lookaside.facebook.com/mcl/multimedia/lookaside/?download_info=AZsVruhSxedAWeMphGpzl6ihn2J-qGCglX-pND52qSkCte9iLkp9KpGf-71j5_7OkFRWL9o68krXXBb-FuTPF04feQZdJaX4NJgXibfFjy17vzl0aMAFu_bJb1YYWCM2Cbk7dUne1w_P4Jb0zR4n""}]",page,1089863868701230,"Die Linke",linkspartei,,13,0,633,241,940,137,1332,0,121,18572,2025-02-01,1,page,1089863868701230,"Die Linke",linkspartei,"Wir versprechen euch: Wir werden niemals Friedrich Merz, den Steigbügelhalter der AfD, zum Kanzler wählen.

❗️Wir versprechen euch: Wir werden niemals nach unten treten und Rassismus und Faschismus keinen Millimeter nachgeben.

❗️Wir versprechen euch: Eine knallharte Opposition gegen alle, die versuchen das Rad der Geschichte zurück zu drehen.

❗️Wir versprechen euch: Wir kämpfen gegen die sozialen Ursachen des Rechtsrucks und legen uns mit den Reichen und Rechten an.

➡️ Dafür braucht es eine starke Linke im Bundestag. Sprecht mit euren Familien und Freundeskreisen darüber. Es braucht eine starke Opposition im Bundestag. Alle wollen regieren, wir wollen verändern."
,videos,2025-01-30T12:41:27+00:00,1799341404183831,false,de,,,,,,https://www.facebook.com/transparency-tools/content-library/dataset/1119037145491882/facebook/post/1799341404183831/,2025-01-30T19:59:26+00:00,"[{""id"":""965335588442248"",""type"":""video"",""url"":""https://lookaside.facebook.com/mcl/multimedia/lookaside/?download_info=AZtE_MLrHEm8KefupRFKHTNfDSH6NQ2AzeZEDPADqeG6AgksiMXklJ3kkzvYX9xVrEq6p7WOJ8PhcSuqUQSTBZwWGIR1BQBBBB7n1aURkMfu1qNrVg2JtycfHHUzCBXJLGLSfOXni5UJwqQXbFf6""}]",page,390737896761994,"Bündnis Sahra Wagenknecht - Vernunft und Gerechtigkeit",BSW.Bund,,2,0,118,5,661,25,693,0,103,27159,2025-02-01,0,page,390737896761994,"Bündnis Sahra Wagenknecht - Vernunft und Gerechtigkeit",BSW.Bund,"Wir verlieren unsere Industrie. Unternehmen wandern ab oder taumeln in die Pleite. Millionen Menschen haben Angst um ihren Arbeitsplatz und Rekordpreise für Energie und Lebensmittel fressen ihnen die Kaufkraft weg. Wirtschaftsminister Habeck, der noch jede Konjunkturprognose nach unten korrigieren musste, steht nicht für „Zuversicht“, sondern für Schönfärberei und Realitätsverweigerung.

In ihrer Rede im Bundestag begründet Sahra Wagenknecht, warum die Grünen, aber auch Union, FDP und SPD kein Konzept haben, um den Niedergang unserer Wirtschaft zu stoppen. Denn dazu bräuchte es Investitionen in Bildung und Infrastruktur statt einen Überbietungswettlauf bei den Rüstungsausgaben. Und dazu bräuchte es eine Abkehr von Sanktionen, die sich Killerprogramm für deutsche Unternehmen erwiesen haben.

#bsw #UnserLandVerdientMehr #wirtschaft #Habeck #gruene"
,videos,2025-01-30T12:30:43+00:00,626407116537700,false,de,,,,,,https://www.facebook.com/transparency-tools/content-library/dataset/1119037145491882/facebook/post/626407116537700/,2025-01-30T12:57:19+00:00,"[{""id"":""1125011702659487"",""type"":""video"",""url"":""https://lookaside.facebook.com/mcl/multimedia/lookaside/?download_info=AZv__6kefzaSNIksbv-gGy3QEt7QDPF0RqTRXc5yeqw0PwYHqst80lR1K-bTrMDH7KYbyeX7-nzVvvVUcQTvFBRXT_GftcQPyIko3gYYjU3wAJM9FeJb8nhYOMtHvFALEu7Gdb6FgoM3CB1b5FD9EA""}]",page,6637669279642279,"Sahra Wagenknecht",sahra.wagenknecht,,21,0,1292,65,9141,125,9364,7,1998,130144,2025-02-01,5,page,6637669279642279,"Sahra Wagenknecht",sahra.wagenknecht,"Zuversicht? Ihre Wahlplakate sind ein Hohn, Herr Habeck

Wir verlieren unsere Industrie. Unternehmen wandern ab oder taumeln in die Pleite. Millionen Menschen haben Angst um ihren Arbeitsplatz und Rekordpreise für Energie und Lebensmittel fressen ihnen die Kaufkraft weg. Wirtschaftsminister Habeck, der noch jede Konjunkturprognose nach unten korrigieren musste, steht nicht für „Zuversicht“, sondern für Schönfärberei und Realitätsverweigerung. In meiner Rede im Bundestag begründe ich, warum die Grünen, aber auch Union, FDP und SPD kein Konzept haben, um den Niedergang unserer Wirtschaft zu stoppen. Denn dazu bräuchte es Investitionen in Bildung und Infrastruktur statt einen Überbietungswettlauf bei den Rüstungsausgaben. Und dazu bräuchte es eine Abkehr von Sanktionen, die sich Killerprogramm für deutsche Unternehmen erwiesen haben.

#bsw #wagenknecht #rede #Bundestag #habeck #grüne #spd #fdp #wirtschaft"
,videos,2025-01-30T12:05:22+00:00,1542468573119459,false,de,,,,,,https://www.facebook.com/transparency-tools/content-library/dataset/1119037145491882/facebook/post/1542468573119459/,2025-01-30T17:07:21+00:00,"[{""id"":""966928642032293"",""type"":""video"",""url"":""https://lookaside.facebook.com/mcl/multimedia/lookaside/?download_info=AZueKiB5TYH6ygF4VJFlCdXyWCPLuUo5kGd3PN-3t5Z9CzlSLfzM4Fn1Jb6J4MBwv5mWxNzOxx-FKRKXUuvZ4wg4dEWBKPdl5h93RDKj0g2JmOGp9Gzj22DNfjbBEZjJIAQnK7SjhXxHgP1YpK-3""}]",page,392030636531909,"Olaf Scholz",olafscholz,,103,0,1003,224,372,21,723,2,87,19598,2025-02-01,1,page,392030636531909,"Olaf Scholz",olafscholz,"Es ist empörend, wenn behauptet wird, die jungen Leute müssten am Ende für die ältere Generation zahlen. Die Antwort auf die Frage, was wir für die Zukunft tun müssen, ist doch klar: 

Damit es zwischen Alt und Jung funktioniert und wir ein stabiles Rentenniveau sichern können, müssen wir dafür sorgen, dass Familien auf gute Betreuung zählen können und morgens nicht Angst haben müssen, dass die Kita anruft und sagt, dass sie ihr Kind nicht betreuen können. 

61-Jährige, die aus dem Job ausscheiden, müssen eine neue Chance auf dem Arbeitsmarkt bekommen, und junge Leute müssen schneller in Ausbildung und Arbeit kommen. 

Und – das muss man auch gerade heute betonen – wir müssen Fachkräfte aus dem Ausland einladen, um unseren Arbeitsmarkt zu stärken."
,photos,2025-01-30T11:28:04+00:00,569533782750806,false,de,,,,,,https://www.facebook.com/transparency-tools/content-library/dataset/1119037145491882/facebook/post/569533782750806/,2025-01-31T06:26:02+00:00,"[{""id"":""1301355701177612"",""type"":""photo"",""url"":""https://lookaside.facebook.com/mcl/multimedia/lookaside/?download_info=AZt9BMuA46WxoU-q51iU39rGpvQ6btAZejqnn6VZIplZpPOFkbOAb-vpn6Nn2mu1zjvZQLewoflAbHefKHP-DeAZ-PFrarj2YX0gpvWNRifYH-2HOc8SwbWeEklVFec02a-tmBxO07et5AcOjqya4g""}]",page,228685293586150,"Christian Lindner",lindner.christian,,12,0,320,67,591,2,675,3,31,20674,2025-02-01,0,page,228685293586150,"Christian Lindner",lindner.christian,"Unser Land verliert gegenwärtig dramatisch an wirtschaftlicher Substanz. Arbeitsplätze sind gefährdet, eine Deindustrialisierung droht. Wir brauchen deshalb jetzt das, was wir schon vor einem Jahr einmal #Wirtschaftswende genannt haben.

Heißt: weniger Bürokratie, weniger Ideologie in der Klima- und Energiepolitik, weniger Steuern, mehr Technologieoffenheit, mehr Leistungsbereitschaft. Mehr Blick darauf, dass alles, was wir verteilen wollen, vorher erwirtschaftet werden muss.

Wir sehen jedoch aktuell auch sehr deutlich: Mit Grünen und SPD war und ist das nicht zu machen. Deshalb: #jetztFDP! TL"
,albums,2025-01-30T11:02:40+00:00,972899997563026,false,de,,,,,,https://www.facebook.com/transparency-tools/content-library/dataset/1119037145491882/facebook/post/972899997563026/,2025-02-01T11:58:36+00:00,"[{""id"":""483400587913834"",""type"":""photo"",""url"":""https://lookaside.facebook.com/mcl/multimedia/lookaside/?download_info=AZvQ_WLC4vr4rXZNTTY8ezAj5KjIjpOqdBQZLBApTZjywDkqyccQZMs-QZ_F8WnIHN1iAgE6VIegh5Npt4cb-uTXx55S5v5mLh9hjwB0JauTNMNupth6Pl8oLVjYQn849GL7P6cLZTtg3POCwc9J""},{""id"":""1608639039780913"",""type"":""photo"",""url"":""https://lookaside.facebook.com/mcl/multimedia/lookaside/?download_info=AZukn7fniWO2Bq8aduO-gNEk4abOIVi2jf7MMsu8Se-52rZz7d66JRpfHxIcr5-7JABn_fFpC46Jb-82XgB9OWBO8UwfN_oUcDA1ejTS2aUNOFtnDfRIm_6nxHrwdq1HJPyuMHfMDwYWAXUpu8TzaQ""}]",page,2590514261105616,FDP,FDP,,41,0,195,59,295,2,400,0,21,12658,2025-02-01,3,page,2590514261105616,FDP,FDP,"Wir Freie Demokraten stehen für einen starken Rechtsstaat, der dafür sorgt, dass die Menschen sich an jeder Stelle und zu jeder Zeit auf die öffentliche Ordnung verlassen können.
Unser Problem ist: Einen solchen Staat haben wir derzeit nicht. #AllesLässtSichÄndern #JetztFDP"
,photos,2025-01-30T10:42:21+00:00,602328682416358,false,de,,,,,,https://www.facebook.com/transparency-tools/content-library/dataset/1119037145491882/facebook/post/602328682416358/,2025-01-30T22:18:46+00:00,"[{""id"":""1882404408962450"",""type"":""photo"",""url"":""https://lookaside.facebook.com/mcl/multimedia/lookaside/?download_info=AZv7s9KXg0OhRUy19BqJk6jFRj7F1tho00GE43xElSrsh38ySOrbgLB5cm-rRwt1Pj_-rfcMvCqUqdy8aiId0-Eax_f7D3Hj-840XWuspQvtniEydRxldPLZPDIr-lXX--jfcCWsGYVD-nPlXjFR4Q""}]",page,3597025993914031,"FREIE WÄHLER Bundesvereinigung",freie.waehler.bundesvereinigung,,0,0,10,4,119,2,126,0,39,2378,2025-01-31,1,page,3597025993914031,"FREIE WÄHLER Bundesvereinigung",freie.waehler.bundesvereinigung,"📺Einschalten. Erstausstrahlung unseres Wahlwerbespots zur Bundestagwahl 2025! 🧡

Sollten Sie verhindert sein… Morgen finden Sie den Spot auch auf unserem Kanal!"
,photos,2025-01-30T10:17:02+00:00,492498420539373,false,de,,,,,,https://www.facebook.com/transparency-tools/content-library/dataset/1119037145491882/facebook/post/492498420539373/,2025-01-30T17:27:10+00:00,"[{""id"":""974618934606331"",""type"":""photo"",""url"":""https://lookaside.facebook.com/mcl/multimedia/lookaside/?download_info=AZslgMSV7-3m_W-SPlWJAZG9wNlW7YMIljokk3_7497BjpBPC_GP0xR0nR3kHdELOV1dPEXeu_SeZtdPlaIwtJZ4lOQdwidYhwu9bKOI6TYIUSAlJCN7dLPETF9H_iNRF2dkonW6G1q0fRbRw68k""}]",page,1089863868701230,"Die Linke",linkspartei,,11,0,670,198,1019,49,1286,6,189,19161,2025-02-01,3,page,1089863868701230,"Die Linke",linkspartei,"Die Dimension des politischen Dammbruchs gestern wird erst im Rückblick in seinem ganzen Ausmaß deutlich werden.

Merz hat noch vor der Wahl sein Versprechen gebrochen und offen mit den Faschisten paktiert. Wir erinnern auch daran, dass die Nazis am 30.1.1933 nicht etwa die Macht “ergriffen” haben, sondern von Rechtskonservativen Hitler zum Reichskanzler gekürt wurden. Lange schien es so, als hätten die Konservativen diese Lektion von “nie wieder” verstanden. Merz hat es nicht.

Es ist ein kalkulierter Tabubruch. Der Rechtsruck ist aber nicht vom Himmel gefallen, sondern durch jahrelange Kürzungen im Sozialen politisch genährt worden.

Wir kämpfen weiter entschlossen für eine solidarische Gesellschaft! #DeshalbDieLinke"
,photos,2025-01-30T10:06:21+00:00,1263487211377887,false,de,,,,,,https://www.facebook.com/transparency-tools/content-library/dataset/1119037145491882/facebook/post/1263487211377887/,2025-01-30T15:45:38+00:00,"[{""id"":""9418673011517502"",""type"":""photo"",""url"":""https://lookaside.facebook.com/mcl/multimedia/lookaside/?download_info=AZvzNTsZXOiduF1U-jHO2dw9sE42pmeOY-PvW15eG0keIhczQPsIZdfU7eciJSHAnTQ33YUn4RriMYFs7vR9WKuW8EhSEtSS-tJycnzJDKEk9G-rTLUai0itxSVazG48lCrKgwlc3_CEaIjMQwRvhA""}]",page,320290480623589,SPD,SPD,,34,0,1218,518,761,12,1334,4,161,33726,2025-02-01,5,page,320290480623589,SPD,SPD,"Nach Kirchen, Gewerkschaften und eigenen Parteimitgliedern wie Schleswig-Holsteins Ministerpräsident Daniel Günther kritisiert jetzt Ex-Bundeskanzlerin Angela Merkel den historischen Tabubruch von Friedrich Merz.

Sie halte es für falsch, „sehenden Auges erstmalig bei einer Abstimmung im Deutschen Bundestag eine Mehrheit mit den Stimmen der AfD zu ermöglichen”. Und sie mahnt zur Zusammenarbeit der demokratischen Parteien und der Einhaltung europäischen Rechts, anstatt beides für parteipolitische Spielchen und taktische Manöver zu opfern.
Diese Worte zeigen noch einmal deutlich: Friedrich Merz ist nicht kanzlerfähig. Und: Friedrich Merz hat mit dem Niederreißen der Brandmauer die politische Mitte verlassen.

#MittestattMerz"
,videos,2025-01-30T10:00:26+00:00,634748139063629,false,,,,,,,https://www.facebook.com/transparency-tools/content-library/dataset/1119037145491882/facebook/post/634748139063629/,2025-02-03T21:02:15+00:00,"[{""id"":""634748139063629"",""type"":""video"",""url"":""https://lookaside.facebook.com/mcl/multimedia/lookaside/?download_info=AZuI08tQJKHQ6HlZEZnsruPTBX0mspbZjPPwZTkPS5US8QHu3MnOAlVdnqaFG2JMQyy_Ba3m7UmynLoZlw65Tx-DFc3r-R0YqqZCwoEgs0C883HQpmpaaCaARxodAMoPcOuouGcnhTHPaltnaMzq""}]",page,1089863868701230,"Die Linke",linkspartei,,0,0,0,0,3,0,3,0,0,,,0,page,1089863868701230,"Die Linke",linkspartei,
,videos,2025-01-30T09:43:08+00:00,1203831238201374,false,de,,,,,,https://www.facebook.com/transparency-tools/content-library/dataset/1119037145491882/facebook/post/1203831238201374/,2025-02-04T00:36:49+00:00,"[{""id"":""1794696191324430"",""type"":""video"",""url"":""https://lookaside.facebook.com/mcl/multimedia/lookaside/?download_info=AZu0WeEsSCT3va0ZN5Qu-TVdZYSbF4zvjIc8Pyy12vBpa4jVcDg8Nr5s-tzNOnK2xHPYTMK4BmwnHdiwv-w2cS5E6E1FIs4VwCDXC3IrCWvinFWUQENtcd4OYpGQPfG1GOVcsEZZCQgQv8_VCHlb0g""}]",page,392030636531909,"Olaf Scholz",olafscholz,,33,0,755,246,454,22,760,3,81,19335,2025-02-01,2,page,392030636531909,"Olaf Scholz",olafscholz,"Es muss ihm um das politische Signal gegangen sein. Warum ich glaube, dass Friedrich Merz eine schwarz-blaue Mehrheit nutzen würde und warum ich ihm nicht mehr traue – das habe ich bei Sandra Maischberger erklärt. Die ganze Sendung gibt es in der ARD Mediathek & Das Erste."
,videos,2025-01-30T09:29:06+00:00,795455086114217,false,de,,,,,,https://www.facebook.com/transparency-tools/content-library/dataset/1119037145491882/facebook/post/795455086114217/,2025-01-30T17:31:42+00:00,"[{""id"":""8848726511904748"",""type"":""video"",""url"":""https://lookaside.facebook.com/mcl/multimedia/lookaside/?download_info=AZsZrpH6xMaAxJnQ2JLxXl4xDFur5nTlQ1OduSjkbhGfeyarxGiaqrRwEnWiErxJTx6l7NEbeT9BmIcAQsiO92mDHwL4a3HzcmcKSWuyVdN6Ne20UCVhVaDjQB_0t2L0qvwAoL29yhbR00NjQFmWNw""}]",page,390737896761994,"Bündnis Sahra Wagenknecht - Vernunft und Gerechtigkeit",BSW.Bund,,7,0,168,5,794,11,818,1,82,32528,2025-02-01,0,page,390737896761994,"Bündnis Sahra Wagenknecht - Vernunft und Gerechtigkeit",BSW.Bund,"Wieder sind Menschen gestorben. Wieder wurde unendliches Leid über Familien gebracht. Und wieder war der Täter ein Mann, der nach geltendem Recht gar nicht mehr hätte in Deutschland sein dürfen. Und was ist die Antwort der Politik? Unwürdiges Gezänk, ein Abschiebeflug vor jeder Wahl, ein bisschen Symbolik: Das ist die Antwort von Grünen und SPD auf die Ängste der Menschen. Und während die AfD das Klima in unserem Land immer mehr vergiftet, worunter gerade die gut integrierten Zuwanderer leiden, schafft es Herr Merz, über Fluchtursachen zu reden, aber die Kriege der USA mit keinem Wort zu erwähnen.

In ihrer Rede im Bundestag begründet Sahra Wagenknecht, warum wir dem Zustrombegrenzungsgesetz zustimmen und warum nicht gemeinsame Abstimmungen im Bundestag die AfD stärken, sondern das jahrelange kollektive Versagen der alten Parteien in der Migrationspolitik.

#bsw #UnserLandVerdientMehr #SahraWagenknecht #migration #politik"
,videos,2025-01-30T09:09:41+00:00,961149736111637,false,,,,,,,https://www.facebook.com/transparency-tools/content-library/dataset/1119037145491882/facebook/post/961149736111637/,2025-02-02T11:15:24+00:00,"[{""id"":""961149736111637"",""type"":""video"",""url"":""https://lookaside.facebook.com/mcl/multimedia/lookaside/?download_info=AZvsE5PrQufKmymM2Z999NWjL8R6Yc7pF310XMWD13667129AxVh6symJbvAvuprS-XroZxkXtjtv9euXlv6P4UjNVG1yNNujQgiLcfu_u_driZeQNvQ0GYj8o-56gE01B1tJe6Dv4yE5GnexAPQ""}]",page,2590514261105616,FDP,FDP,,0,0,0,0,0,0,0,0,0,238,2025-01-31,0,page,2590514261105616,FDP,FDP,
,photos,2025-01-30T09:01:22+00:00,1162987818675700,false,de,,,,,,https://www.facebook.com/transparency-tools/content-library/dataset/1119037145491882/facebook/post/1162987818675700/,2025-01-30T14:17:01+00:00,"[{""id"":""901050462101443"",""type"":""photo"",""url"":""https://lookaside.facebook.com/mcl/multimedia/lookaside/?download_info=AZtXwRXOUB2xgm-CGlDSSAOKLkndjbDIx8VO4MNd2w9XUhGb9WSfc3tkHPVISqT8IS6LgyKYxYIoysjHpFB9C9iZFsPi-SjYPLmdshWcW2Lp8Al579f8hYmvh21_Bt7qujQiSFLSf4jhZ7rhJQlH""}]",page,1470073607123160,AfD,alternativefuerde,,45,0,1205,26,6861,80,7020,4,1280,101877,2025-02-01,4,page,1470073607123160,AfD,alternativefuerde,"Rest-Ampel befördert Regierungsbeamte: Am 23. Februar diese Abgehobenheit abwählen!

Sie schieben nicht ab, sie machen ihre Arbeit nicht, sie schützen unsere Kinder nicht vor eingewanderten Messerstechern und Vergewaltigern – doch zum Abkassieren und Bereichern haben sie immer Zeit und Energie. Seit dem Auseinanderbrechen der Ampel-Regierung im November vergangenen Jahres hat die Rest-Ampel aus SPD und Grünen innerhalb von nur zwei Monaten 90 Regierungsbeamte befördert. Allein im Ministerium für wirtschaftliche Zusammenarbeit und Entwicklung wurden 26 Beamte von der Gehaltsstufe A 15 in die Besoldungsgruppe A 16 befördert – das bedeutet ein Gehalt von bis zu 8716 Euro brutto. 

Die kurz vor der Bundestagwahl durchgesetzten Beförderungen, von denen das eigene politische Umfeld profitiert, haben einen faden Beigeschmack. Es bestätigt sich einmal mehr das Bild, dass die etablierten Parteien nur noch am Posten- und Machterhalt interessiert sind. Der immer noch aufgeblähte Bundestag, die ständigen unangemessenen Diätenerhöhungen, der Luxus-Umbau des Kanzleramts und der viel zu große Regierungsapparat mit mehr als 22.000 Regierungsbeamten zeugen von einer Mentalität der Selbstbedienung. Dabei zeigt das Beispiel USA, dass es auch anders geht: Schon am ersten Tag seiner Amtszeit hat US-Präsident Donald Trump einen Einstellungsstopp für Bundesbehörden verhängt. Was für ein Kontrast!

Auch unser Land braucht dringend eine Verschlankung der Ministerien. Vor allem müssen aber die Chefs dieser Ministerien aus ihren Ämtern wieder herausgewählt werden – denn kein einziger Ampel-Minister ist auch nur ansatzweise seinem Amtseid gerecht geworden. Am 23. Februar haben die Bürger die Möglichkeit, die Abgehobenheit von CDU und Ampel-Parteien abzuwählen!"
,videos,2025-01-30T07:18:39+00:00,535196419541885,false,de,,,,,,https://www.facebook.com/transparency-tools/content-library/dataset/1119037145491882/facebook/post/535196419541885/,2025-01-30T09:05:44+00:00,"[{""id"":""1349221586421915"",""type"":""video"",""url"":""https://lookaside.facebook.com/mcl/multimedia/lookaside/?download_info=AZuZwfVgsfeBBr83QL_k_Lud-VMdUojV0TQMpdzZyIjfbRM_tWlriKp4Qni4v7HYUonpVg4r-MAtv7t57UqMwP0Hxx094YS3at6W4k6B8kQihfa8nZHWLWi2OTxDsSGipq7QQDYrGeLHmzI0jQnV1Q""}]",page,880355130153678,"Friedrich Merz",MerzCDU,,353,0,3051,78,2748,49,3237,5,171,63482,2025-02-01,4,page,880355130153678,"Friedrich Merz",MerzCDU,"„Wir schlagen vor, das Wort ‚Begrenzung‘ der Zuwanderung wieder in das Aufenthaltsgesetz aufzunehmen, den Familiennachzug zu stoppen für diejenigen, die kein dauerhaftes Aufenthaltsrecht in Deutschland haben und der Bundespolizei Kompetenzen zu geben, um bei den Abschiebungen und Rückführungen zu helfen. Wer könnte da dagegen sein?“ (tm)"
,photos,2025-01-30T07:13:05+00:00,2031128227373734,false,de,,,,,,https://www.facebook.com/transparency-tools/content-library/dataset/1119037145491882/facebook/post/2031128227373734/,2025-01-30T13:28:04+00:00,"[{""id"":""1140638987769093"",""type"":""photo"",""url"":""https://lookaside.facebook.com/mcl/multimedia/lookaside/?download_info=AZvc6an11D393p9GlJRD50jRDeiGYmoTVRk1PbY39xAcCrIhY-i88UgVZoN1IYwzsabaSgE_lY6xKCHA9Ti_vW4jFZNlIe_EyCul8YGTwoSdOgVtBCcMZQEB2b4hZkXWIC0PANBV7Io-ODcDSsLg-g""}]",page,318323284568640,Bayernpartei,Bayernpartei,,8,0,74,13,3710,13,3744,0,282,6865,2025-02-01,0,page,318323284568640,Bayernpartei,Bayernpartei,"⚠️
#RundfunkgebührABSCHAFFEN!
❌
ARD und ZDF wollen für HÖHERE Rundfunkgebühren klagen!

Die Bayernpartei vertritt seit jeher die Auffassung, dass diese Gebühr abgeschafft werden muss!
🔷
Deshalb #BesserFürBayern wählen:  BAYERNPARTEI 
🔷"
,photos,2025-01-30T07:00:04+00:00,628862309546870,false,de,,,,,,https://www.facebook.com/transparency-tools/content-library/dataset/1119037145491882/facebook/post/628862309546870/,2025-01-30T13:58:17+00:00,"[{""id"":""1648011769142579"",""type"":""photo"",""url"":""https://lookaside.facebook.com/mcl/multimedia/lookaside/?download_info=AZteujYhDHg1pWBrztNvLQc3oQYhcDxh8YWlVScGtmWS0i46XZe9phFU0svTrONoqlAjcpHC8XCdah3vIu5qOMQXJWXBGFo5se3wuWam-vrT8uQYrrpKxyfoHDa27YaK1wpe_G76Y3pqM168DFtEXg""}]",page,1539608546867891,"Markus Söder",markus.soder.75,,39,0,617,149,802,12,1005,0,35,36375,2025-02-01,3,page,1539608546867891,"Markus Söder",markus.soder.75,"Es braucht eine echte Wirtschaftswende, ansonsten sinkt das Land weiter ab. Wir haben einen klaren Kompass. Dafür müssen die Steuern für Mittelstand, Handwerk, Familienbetriebe und Arbeitnehmer runter, anstatt wie im Modell Habeck einzelne Milliarden-Subventionen für ausländische Konzerne zu verteilen. Zudem brauchen wir eine verlässliche und günstige Energieversorgung, da wir sonst gerade bei stromintensiven Innovationen im internationalen Wettbewerb abgehängt werden."
,photos,2025-01-30T06:24:08+00:00,9204344246254665,false,de,,,,,,https://www.facebook.com/transparency-tools/content-library/dataset/1119037145491882/facebook/post/9204344246254665/,2025-01-30T23:29:09+00:00,"[{""id"":""3974175402828826"",""type"":""photo"",""url"":""https://lookaside.facebook.com/mcl/multimedia/lookaside/?download_info=AZsrZYcoyOyJJkWPL7Bqa8SMcDFyj7bxDIHnkEEPW_Px6nAUY-JrkY_0z82cSsU4QTYFUqrq7_POVDKMAgY7GyEvi-M4rW2ypoUuNJkaAHSM0Ny7pOC7b1IfVnxSWQVAQaFCAZJlnNrmT6gr5GxgcQ""}]",page,1555246815243984,DieBasis,diebasispartei,,1,0,14,2,103,2,108,0,24,1781,2025-02-01,0,page,1555246815243984,DieBasis,diebasispartei,"Deutschland muss raus aus der NATO!

🕊 dieBasis wendet sich gegen Krieg in all seinen Formen und tritt dafür ein, dass die Bundeswehr, gemäß Grundgesetz der Bundesrepublik Deutschland, wieder zu einer reinen Defensiv-Armee umgerüstet wird.

🛑 Als Mitglied der NATO ist dieser Weg nicht möglich.

🇪🇺 Stattdessen setzen wir uns für einen Sicherheitsrat in Europa ein, der unabhängig von der NATO ist und fordern eine Verpflichtung zur Friedenswahrung.

👮 Jede friedenstörende Handlung ist zudem unter Strafe zu stellen.

🟩🟩🟦🟦🟥🟥🟧🟧

Mehr Informationen dazu: https://diebasis.de/wahlprogramm-2025

#diebasis #nato #frieden #bundeswehr #sicherheit #europav #bundestagswahl #btw2025"
,photos,2025-01-30T06:00:04+00:00,1127856551881290,false,de,,,,,,https://www.facebook.com/transparency-tools/content-library/dataset/1119037145491882/facebook/post/1127856551881290/,2025-01-30T13:15:51+00:00,"[{""id"":""649566714073188"",""type"":""photo"",""url"":""https://lookaside.facebook.com/mcl/multimedia/lookaside/?download_info=AZvC4gQqnSBhDQi9AKzplDJPeNccEVrlBPq9C6rQijJtOEmJewB4E8df2c-ME82PpScyWt-2q_Zi2CTEbJLahnsvVJ8iAWbvd8OeZSSkG7zLBWfaM3sdyUbqkp8bY-6IGwYrfIfFPe5k4oEkMmn2""}]",page,1539608546867891,"Markus Söder",markus.soder.75,,122,0,958,143,825,20,1117,4,21,36269,2025-02-01,3,page,1539608546867891,"Markus Söder",markus.soder.75,"Es braucht endlich einen echten Richtungswechsel. Wer jetzt nicht entschlossen handelt, stärkt nur die radikalen Kräfte. Wir brauchen eine neue Ära von Tatkraft und Entscheidungsstärke. Friedrich Merz geht voran und er hat dabei meine volle Unterstützung."
,videos,2025-01-29T23:51:54+00:00,1771003507087602,false,,,,,,,https://www.facebook.com/transparency-tools/content-library/dataset/1119037145491882/facebook/post/1771003507087602/,2025-02-03T21:02:15+00:00,"[{""id"":""1771003507087602"",""type"":""video"",""url"":""https://lookaside.facebook.com/mcl/multimedia/lookaside/?download_info=AZtGCKqaxF7yfIjYD_nv0-XDSzCcoKtKoYOTW4AaM6Rok9eKkwI2o7xbI7WjHHFZXBke9NYnyg5Ac9NiErM2hnivVcLzrYz9s6TLNin9Jp7NQXzMocLbuKVBc3JzM4KIaJ5_ULib3n-Cc0y60Cwy7Q""}]",page,1089863868701230,"Die Linke",linkspartei,,0,0,0,0,1,0,1,0,0,124,2025-01-30,0,page,1089863868701230,"Die Linke",linkspartei,
